name,checked_synonym,accepted_name,author
Rebutia elegans (Backbg .) Mediolobivia elegans) Backeb.,Rebutia,Rebutia,K.Schum.
Rebutia (Lobivia) elegans Backeb . (Mediolobivia),Rebutia,Rebutia,K.Schum.
Rebutia grandoleata RITT,Rebutia,Rebutia,K.Schum.
Rebutia haefneriana Cullm.,Rebutia haefneriana,Aylostera atrovirens,(Backeb.) Mosti & Papini
Rebutia krainziana Kesselr.,Rebutia krainziana,Rebutia minuscula var. minuscula,
Rebutia (Aylostera) kupperiana (Bod.)Backeb.,Rebutia,Rebutia,K.Schum.
Rebutia lepida Ritt. (Sulcorebutia),Rebutia nitida,Aylostera fiebrigii,(Gürke) Backeb.
(Lobivia) Rebutia (Mediolobivia)  nigricans (Wessn.) Krainz,Lobivia,Lobivia,Britton & Rose
Rebutia pseudominuscula (Spog.) [Rebutia] Aylostera Speg.,Rebutia pseudominuscula,Aylostera pseudominuscula,(Speg.) Speg.
(Lobívia) Rebutia (R.E.Fries)Backeb. Mediolobivia pygmaea var. flavovirens (Backeb. Backeb.,Mediolobivia pygmaea var. flavovirens,Aylostera pygmaea,(R.E.Fr.) Mosti & Papini
(LObivia) Rebutia Mediolobivia) ritteri Wessn,Lobivia,Lobivia,Britton & Rose
Rebutia sarothroides Werd. (Mediolobivia aureiflora var sarothroides) (Werd.) Backg.,Rebutia sarothroides,Aylostera einsteinii,(Frič) Mosti & Papini
Rebutia senilis Backeb. var. iseliniana Krainz,Rebutia senilis var. iseliniana,Rebutia minuscula var. minuscula,
Rebutia Backeb. Aylostera spegazziniana (Backeb.) [Rebutia],Aylostera spegazziniana,Aylostera pseudominuscula,(Speg.) Speg.
Rebutia Aylostera spinosissima (Backet Backeb.,Aylostera spinosissima,Aylostera spinosissima,(Backeb.) Backeb.
Lobivia spiralisepala Jajó (Mediolobivia),Lobivia,Lobivia,Britton & Rose
Rebutia tunariensis Card,Rebutia tunariensis,Weingartia steinbachii subsp. steinbachii,
Rebutia aff. tunariensis Card.  Sp (Sulcorebutia),Rebutia,Rebutia,K.Schum.
Sulco- A Rebutia verticillacantha Ritt. (Sulcorebutia),Rebutia,Rebutia,K.Schum.
Rebutia violaciflora Backeb.,Rebutia violaciflora,Rebutia minuscula var. minuscula,
Rebutia violaceflorys X Mediolobivia,Rebutia violaciflora,Rebutia minuscula var. minuscula,
Rebutia xanthocarpa Backeb. var. citricarpa Fric ex Backeb.,Rebutia xanthocarpa var. citricarpa,Rebutia minuscula var. minuscula,
Rehmannia elata N.E. Brown (vel. aff.),Rehmannia elata,Rehmannia piasezkii,Maxim.
Relbunium,Relbunium,Galium,L.
Relbunium hypocarpium Hemsl.,Relbunium hypocarpium,Galium hypocarpium,(L.) Endl. ex Griseb.
Relbunium hypocarpium (L.) Hemsl. ssp. hypocarpium,Relbunium,Galium,L.
Restio micans Nees,Restio micans,Restio micans,Nees
Restio pallens R. Br.,Restio pallens,Baloskion pallens,(R.Br.) B.G.Briggs & L.A.S.Johnson
Restio subverticillatus Mast.,Restio subverticillatus,Restio subverticillatus,(Steud.) Mast.
Restrepia antenni fera HBK,Restrepia,Restrepia,Kunth
Rhagodia nutans R. Br.,Rhagodia nutans,Chenopodium nutans,(R.Br.) S.Fuentes & Borsch
Rhagodia preissii Moq.,Rhagodia preissii,Chenopodium preissii,(Moq.) Diels
Rhagodia triandra (Forst. f.) Allan,Rhagodia triandra,Chenopodium triandrum,G.Forst.
Rhamnus californica Esch. var. tomentella B. & W.,Rhamnus californica var. tomentella,Frangula californica subsp. tomentella,(Benth.) Kartesz & Gandhi
Rhamnus capreaefolia Schlecht.,Rhamnus capreifolia,Frangula capreifolia,(Schltdl.) Grubov
Rhamnus capraeifolia Schlecht. var. grandifolia Johnst.,Rhamnus capreifolia var. grandifolia,Frangula capreifolia var. grandifolia,(M.C.Johnst. & L.A.Johnst.) A.Pool
Rhamnus crocea Nuttall var. ilicifolia (Kellogg)    Greene,Rhamnus crocea var. ilicifolia,Rhamnus crocea subsp. ilicifolia,(Kellogg) C.B.Wolf
Rhamnus crocea Nutt. in T. & G. ssp. pirifolia (Greene) C. B. Wolf ?,Rhamnus crocea subsp. pirifolia,Rhamnus crocea subsp. pirifolia,(Greene) C.B.Wolf
Rhamnus ludovici-salvatoris Chodat.,Rhamnus ludovici-salvatoris,Rhamnus ludovici-salvatoris,Chodat
Rhamnus staddo Rich.,Rhamnus staddo,Rhamnus staddo,A.Rich.
Rhamnus surotatensis Gentry,Rhamnus surotatensis,Frangula surotatensis,(Gentry) A.Pool
Rheum hybridum Murray,Rheum × hybridum,Rheum × hybridum,Murray
Rhigozum obovatum Burch.,Rhigozum obovatum,Rhigozum obovatum,Burch.
Rhigozum trichotomum Burch.,Rhigozum trichotomum,Rhigozum trichotomum,Burch.
Rhinanthus serotinus Oborny,Rhinanthus serotinus,Rhinanthus major var. major,
Rhinephyllum Broomii L.Bol.,Rhinephyllum,Rhinephyllum,N.E.Br.
Rhipsalis  SpeciLepdemium),Rhipsalis,Rhipsalis,Gaertn.
Bhipsalis Pfeiffera ?,Rhipsalis,Rhipsalis,Gaertn.
Rhipsalis (Lepismium,Rhipsalis,Rhipsalis,Gaertn.
Rhipsalis (Pseudorhipsalis),Rhipsalis,Rhipsalis,Gaertn.
Rhipsalis aculeata Web.,Rhipsalis aculeata,Lepismium lumbricoides,(Lem.) Barthlott
Rhipsalis asperula Vaupel,Rhipsalis asperula,Lymanbensonia micrantha,(Vaupel) Kimnach
Rhipsalis cereoides (Back.&Voll) Back.,Rhipsalis cereoides,Rhipsalis cereoides,(Backeb. & Voll) Backeb.
Rhipsalis coriacea Polakowsky,Rhipsalis coriacea,Kimnachia ramulosa subsp. ramulosa,
Rhipsalis crispimarginata Löfgren,Rhipsalis crispimarginata,Rhipsalis oblonga,Loefgr.
Rhipsalis cruciformas (Vellozo) Kimnach,Rhipsalis cruciformis,Lepismium cruciforme,(Vell.) Miq.
"Rhipsalis (Lepismium) cruci forme (Vell, .) Miqu.",Rhipsalis,Rhipsalis,Gaertn.
Rhipsalis cruciform's (Lepismium) (Vell .) Miqu.,Rhipsalis cruciformis,Lepismium cruciforme,(Vell.) Miq.
Rhipsalis (Lepi smium)cruciform (Vell.) Miqu. var. anceps (Web.) Backbg.,Lepia,Lepidium,L.
Rhipsalis (Lepismium)cruciforme (Vell.) Miqu. var. cavernosum (Lindbg.) Backbg.,Rhipsalis,Rhipsalis,Gaertn.
RhipSalis aff. goebeliana Back.,Salix,Salix,L.
Rhipsalis gibberuia Weber,Rhipsalis gibberula,Rhipsalis floccosa subsp. pulvinigera,(G.Lindb.) Barthlott & N.P.Taylor
Rhipsalís hadrosoma Lindb.,Rhipsalis,Rhipsalis,Gaertn.
Rhipsalís ianthothele (Monv.) Brandegee,Rhipsalis,Rhipsalis,Gaertn.
Rhipsalis lindbergiana Schumann,Rhipsalis lindbergiana,Rhipsalis lindbergiana,K.Schum.
Rhipsalis mesembrianthemoides Haw.,Rhipsalis mesembryanthoides,Rhipsalis mesembryanthoides,Haw.
"Rhipsalis, (Lepisium) for neves-armondii (K. Sch.) Backbg.",Rhipsalis,Rhipsalis,Gaertn.
Rhipsalis pentaptera Pfeiffer,Rhipsalis pentaptera,Rhipsalis pentaptera,Pfeiff. ex A.Dietr.
Rhipsalis pittieri Br. & R.,Rhipsalis pittieri,Rhipsalis floccosa subsp. pittieri,(Britton & Rose) Barthlott & N.P.Taylor
Rhipsalis pulchra Löfgr.,Rhipsalis pulchra,Rhipsalis pulchra,Loefgr.
Rhipsalis puniceo-discus G.A. Lindberg,Rhipsalis puniceodiscus,Rhipsalis puniceodiscus,G.Lindb.
Rhipsalis salicornoides var. bambusoides Web.,Rhipsalis salicornoides var. bambusoides,Hatiora salicornoides,(Haw.) Britton & Rose
Rhipsalis (Lepismium) saxatile Friedr. & Red.,Rhipsalis,Rhipsalis,Gaertn.
Rhipsalis simmleri Beauverd,Rhipsalis simmleri,Rhipsalis cereuscula,Haw.
Rhipsalis tonduzii Web.,Rhipsalis tonduzii,Rhipsalis micrantha,(Kunth) DC.
Rhipsalis wercklei Berg.,Rhipsalis wercklei,Rhipsalis micrantha,(Kunth) DC.
Rhodamnia trinerva (Sm.) Blume,Rhodamnia trinervia,Rhodamnia rubescens,(Benth.) Miq.
Rhodiola linearifolia A. Bor.,Rhodiola linearifolia,Rhodiola pauciflora,(Edgew.) Pusalkar
Rhododendron Series Virgatum,Rhododendron,Rhododendron,L.
Rhododendron Sanguinea series,Sanguinella,Digitaria,Haller
Rhododendron Series Irroratum,Rhododendron,Rhododendron,L.
Rhododendron Series Azalea Subseries Obtusum,Rhododendron,Rhododendron,L.
Rhododendron Series Irroratum Subseries Irroratum,Rhododendron,Rhododendron,L.
Rhododendron Series Azalea,Rhododendron,Rhododendron,L.
Rhododendron Series Triflorun subseries Yunnananease,Trilopus,Hamamelis,Gronov. ex L.
Rhododendron Series Triflorum,Rhododendron,Rhododendron,L.
Rhododendron Series Triflorum Subseries Yunnanense,Rhododendron,Rhododendron,L.
Rhododendron Series Maddenii Subseries Maddenii,Rhododendron,Rhododendron,L.
Rhododendron (either aurigeranum Sleumer or zoelleri,Sleumeria,Sleumeria,"Utteridge, Nagam. & Teo"
Rhododendron Sleum.,Rhododendron sleumeri,Rhododendron blackii,Sleumer
Rhododendron (hybrid),Rhododendron,Rhododendron,L.
Rhododendron- warianum Schltr.,Rhododendron,Rhododendron,L.
Rhododendron (Satsuki hybrid),Tsutsusi,Kalmia,L.
Rhododendron aberconwayi Cowan,Rhododendron aberconwayi,Rhododendron aberconwayi,Cowan
Rhododendron aechmophyllun Balf. f. & Forrest,Rhododendron aechmophyllum,Rhododendron yunnanense subsp. yunnanense,
Rhododendron aechmophy llum Balf. f. & Forr. Series Triflorum Subseries Yunnanense,Rhododendron,Rhododendron,L.
Rhododendron aeriginosum (series aeriginosum),Rhododendron aeruginosum,Rhododendron aeruginosum,Hook.f.
Rhododendron apodectum Balf. f. & W. W. Sm. series Neriiflorum subseries SanguineumFamily,Rhododendron apodectum,Rhododendron dichroanthum subsp. apodectum,(Balf.f. & W.W.Sm.) Cowan
Rhododendron arborescens Torr var. richardsonii Rehd.,Rhododendron arborescens var. richardsonii,Rhododendron arborescens,(Pursh) Torr.
Rhododendron bodinieri Franch.,Rhododendron bodinieri,Rhododendron rigidum,Franch.
Rhododendron bullatum Franch.,Rhododendron bullatum,Rhododendron edgeworthii,Hook.f.
Rhododendron Burmanicum Hutchison (series Madenii subseries Ciliicalyx.),Maidenia,Vallisneria,P.Micheli ex L.
Rhododendron caeruleum Levl.,Rhododendron caeruleum,Rhododendron rigidum,Franch.
Rhododendron Rehd. carolinianum (white form),Rhododendron,Rhododendron,L.
"Rhododendron carolinianum Rehd. (type form, pink)",Rhododendron carolinianum,Rhododendron minus var. minus,
Rhododendron chartophyllum Franch.,Rhododendron chartophyllum,Rhododendron yunnanense subsp. yunnanense,
Rhododendron chantophyllum Franch.,Rhododendron chartophyllum,Rhododendron yunnanense subsp. yunnanense,
Rhododendron chasmanthum Diels. (series Triflorum subseries,Rhododendron chasmanthum,Rhododendron augustinei subsp. chasmanthum,(Diels) Cullen
Rhododendron chengshienignum Fang.,Rhododendron chengshienianum,Rhododendron ambiguum,Hemsl.
Rhododendron christianae Sleum.,Rhododendron christianiae,Rhododendron christianiae,Sleumer
Rhododendron chrysanthum Pallas,Rhododendron chrysanthum,Rhododendron aureum subsp. aureum,
Rhododendronciliicaly Franch.,,,
Rhododendron cinnabarinum Hook. var. roylei,Rhododendron cinnabarinum var. roylei,Rhododendron cinnabarinum subsp. cinnabarinum,
Rhododendron Concinnum Hemsley (series Triflorum subseries Yunnananense),Trillium,Trillium,L.
Rhododendron coryphaeum Balf. f. & Forest,Rhododendron coryphaeum,Rhododendron praestans,Balf.f. & W.W.Sm.
Rhododendron culminicolum F. V. M. var. angiense,Rhododendron culminicola var. angiense,Rhododendron angiense,J.J.Sm.
Rhododendron dauricum L. album var. ser. Dauricum,Rhododendron,Rhododendron,L.
Rhododendron deleiense Hutch. & Ward. (Series Boothii),Rhododendron deleiense,Rhododendron tephropeplum,Balf.f. & Farrer
Rhododendron dianthosmum Sleumer,Rhododendron dianthosmum,Rhododendron dianthosmum,Sleumer
Rhododendron didymum Balf. f. & Forrest,Rhododendron didymum,Rhododendron sanguineum var. didymum,(Balf.f. & Forrest) T.L.Ming
Rhododendron dielsianum    var. stylotricum Sleumer,Rhododendron dielsianum var. stylotrichum,Rhododendron dielsianum var. stylotrichum,Sleumer
Rhododendron eclecteum Balf. & Forrest,Rhododendron eclecteum,Rhododendron eclecteum,Balf.f. & Forrest
Rhododendron eclecteum Balf. x Forr. var. brachyandrum,Rhododendron eclecteum var. brachyandrum,Rhododendron eclecteum var. eclecteum,
*Rhododendron emaculatum Balf. f. & Forrest,Rhododendron emaculatum,Rhododendron beesianum,Diels
Rhododendron erythrocalyx aff. Balf. f. & Forrest,Rhododendron × erythrocalyx,Rhododendron × erythrocalyx,Balf.f. & Forrest
Rhododendron £ argesii Franch. (series Fortunei),Rhododendron,Rhododendron,L.
Rhododendron farrerae Tate,Rhododendron farrerae,Rhododendron farrerae,Sweet
Rhododendron fictolacteum Balf. f.,Rhododendron fictolacteum,Rhododendron fictolacteum,Balf.f.
Series Heliolepis Rhodohendron fumidum aff.,Rhododendron fumidum,Rhododendron heliolepis var. fumidum,(Balf.f. & W.W.Sm.) R.C.Fang
Rhododendron gaultheriifolium J. J. Sm.,Rhododendron gaultheriifolium,Rhododendron gaultheriifolium,J.J.Sm.
Rhododendron gymocarpum Balf. f.,Rhododendron gymnocarpum,Rhododendron microgynum,Balf.f. & Forrest
Rhododendron haemaleum Balf. f. & Forrest (series Neriiflorum subseries Sanguineum),Rhododendron haemaleum,Rhododendron sanguineum var. haemaleum,(Balf.f. & Forrest) D.F.Chamb.
Rhododendron Hanceanum Hems.,Rhododendron,Rhododendron,L.
Rhododendron invasori ium Sleumer,Rhododendron invasorium,Rhododendron inconspicuum,J.J.Sm.
Rhododendron jasminiflorum Hook.,Rhododendron jasminiflorum,Rhododendron jasminiflorum,T.Moore & Ayres
Rhododendron (Azalea) kaempferi seedlings (2) Planchon,Rhododendron,Rhododendron,L.
Rhododendron kurume 'WARDS RUBY' X kurume 'SHERWOOD RED',Rhododendron,Rhododendron,L.
Rhododendron keysseri Förster,Rhododendron keysseri,Rhododendron culminicola,F.Muell.
Rhododendron kotschyi Simonk.,Rhododendron kotschyi,Rhododendron kotschyi,Simonk.
Rhododendron leclerei Lev. aff. series Heliolepis),Rhododendron leclerei,Rhododendron rubiginosum var. leclerei,(H.Lév.) R.C.Fang
Rhododendron longiflorum Lindl.,Rhododendron longiflorum,Rhododendron longiflorum,Lindl.
Rhododendron Lukiangense Hybrid Franch. subsp. (Series Irroratum subseries Irroratum.),,,
Rhododendron macroph; llum f. album Rehder (series Poticum),Rhododendron,Rhododendron,L.
Rhodocodon madagascariensis Baker p,Rhodocodon madagascariensis,Drimia mascarenensis,(Baker) J.C.Manning & Goldblatt
Rhododendron meddianum G. Forrest (series Thomsonii subseries Thomsonii),Rhododendron meddianum,Rhododendron meddianum,Forrest
Rhododendronmegacalyx Balf. f. & Ward,,,
Rhododendron metternianum,Rhododendron,Rhododendron,L.
Rhododendron metternichii S.&Z. var. pentamerum,Rhododendron metternichii var. pentamerum,Rhododendron degronianum var. degronianum,
Rhododendronmicranthum Turcz. series Micranthum),,,
Rhododendron Morii Hayata,Rhododendron,Rhododendron,L.
Rhododendron mucronulatum Turcz. var. ciliatum,Rhododendron mucronulatum var. ciliatum,Rhododendron mucronulatum,Turcz.
Rhododendron multicolor Miq.,Rhododendron multicolor,Rhododendron multicolor,Miq.
Rhocodendron myiagrum Balf. P. & Forr.,Rhododendron myiagrum,Rhododendron callimorphum var. myiagrum,(Balf.f. & Forrest) D.F.Chamb.
"Rhododendron myrtilloides Balf. f. & Ward, (series camplogynum)",Rhododendron myrtilloides,Rhododendron campylogynum,Franch.
Rhododendron nerifil orum Franch. (series Neriiflorum),Rhododendron,Rhododendron,L.
Rhododendron niveum Hook. f. var. fulvum Balf. f. . + Sm.,Rhododendron,Rhododendron,L.
Rhododendron nudiflorum Torr.,Rhododendron nudiflorum,Rhododendron periclymenoides,(Michx.) Shinners
Rhododendron nummatum F.F. Smith,Rhododendron nummatum,Rhododendron nummatum,J.J.Sm.
Rhododendron obtusum Pl-nch. var. kaempf'eri Wils. hybrid,Rhododendron obtusum var. kaempferi,Rhododendron kaempferi,Planch.
Rhododendron pachycarpon Sleum.,Rhododendron pachycarpon,Rhododendron pachycarpon,Sleumer
Rhododendron paludosum Hutch. & Ward,Rhododendron paludosum,Rhododendron nivale subsp. nivale,
Rhododendron patulum Ward,Rhododendron patulum,Rhododendron pemakoense,Kingdon-Ward
Rhododendron polyandrum Hutchinson,Rhododendron polyandrum,Rhododendron maddenii,Hook.f.
Rhododendron pseudonitens Sleum.,Rhododendron pseudonitens,Rhododendron commonae,F.Först.
Rhododendron pseudoyanthimum Hayata,Rhododendron pseudoyanthinum,Rhododendron concinnum,Hemsl.
Rhododendron rhabdotum Balf. f. & Cooper,Rhododendron rhabdotum,Rhododendron dalhousieae var. rhabdotum,(Balf.f. & R.E.Cooper) Cullen
Rhododendron roseum Rehd.,Rhododendron roseum,Rhododendron prinophyllum,(Small) Millais
Rhododendron sataense Nakai,Rhododendron sataense,Rhododendron indicum,(L.) Sweet
Rhododendron scintillans Balf.f. & W.W. Smith,Rhododendron scintillans,Rhododendron polycladum,Franch.
Rhododeddron scyphocalyx Balf. f. & Forrest,Rhododendron scyphocalyx,Rhododendron dichroanthum subsp. scyphocalyx,(Balf.f. & Forrest) Cowan
Rhododendron sperabile Balf. f. & Farrer (series Neriiflorum),Rhododendron sperabile,Rhododendron sperabile,Balf.f. & Farrer
Rhododendron supranubium Hutchison (series Maddenii subseries Ciliicalyx),Rhododendron supranubium,Rhododendron pachypodum,Balf.f. & W.W.Sm.
Rhododendron taronense Hutchison,Rhododendron taronense,Rhododendron taronense,Hutch.
Rhododendron triumphans Yersen & A. Cheval. X Rhododendron javanicum Benn.,Rhododendron triumphans,Rhododendron triumphans,Yersin & A.Chev.
Rhododendrontsangpoense Hutch. & Ward. var. pruniflorum (Hutch. & Ward.),,,
Rhododendron viscosum var. mentanum Rehe,Rhododendron viscosum var. montanum,Rhododendron viscosum,(L.) Torr.
Rhododendron williamsii Merr. ex Copel. f.,Rhododendron williamsii,Rhododendron williamsii,Merr. ex H.F.Copel.
Rhododendron wrightianum Koord. var. cyclopense,Rhododendron wrightianum var. cyclopense,Rhododendron wrightianum var. cyclopense,J.J.Sm.
Rhododendron foord. var. cyclopense SIS. wrightianum,Rhododendron,Rhododendron,L.
Rhododendron xanthos tephanum Merrill,Rhododendron,Rhododendron,L.
Rhododendron 'Natural Hybrid',Rhododendron,Rhododendron,L.
Rhododendron- zoelleri Warb hybrid,Waria,Xylopia,L.
Rhododendron (Azalea) 'CHRISTMAS CHEER',Rhododendron,Rhododendron,L.
Rhododendron 'Emasculum',Rhododendron,Rhododendron,L.
FASTUOSUM Plenum,,,
Rhododendron loderi 'VENUS',Rhododendron,Rhododendron,L.
Rhododendron kurume 'PINK PEARL',Rhododendron,Rhododendron,L.
Rhododendron Kurume 'SHERWOOD RED',Kuruna,Kuruna,"Attigala, Kaththr. & L.G.Clark"
Rhododendron Vireya sect. hybrid,Vireya,Rhododendron,L.
Rhododendron Vireva sect hybrid,Vireya,Rhododendron,L.
Rhododendron obtusum Planch. fijaponicum Wils. (Karume) 'PINK PEARL',Rhododendron,Rhododendron,L.
Fern (Pellaea),Meon,Mutellina,Wolf
Fern (deciduous),Meon,Mutellina,Wolf
Zhipapal familia ?,,,
Actiniopteris australis (L. f.) Link,Actiniopteris australis,Actiniopteris australis,(L.f.) Link
Adiantum caudatum L.,Adiantum caudatum,Adiantum caudatum,L.
Adiantum cooperi Baker,Adiantum cooperi,Adiantum andicola,Liebm.
Adiantum fructuosum Kunze ex Spreng. var. fructuosum,Adiantum,Adiantum,L.
Adiantum glanduliferun Link.,Adiantum glanduliferum,Adiantum poiretii var. hirsutum,(Hook. & Grev.) R.M.Tryon
Adiantum gracillimum Moore,,,
Adiantum poiretii Wikstr. var. poiretii,Adiantum poiretii var. poiretii,Adiantum poiretii var. poiretii,
Adiantum seemannii Hk.,Adiantum seemannii,Adiantum seemannii,Hook.
Adiantum seemanni Hk.,Adiantum seemannii,Adiantum seemannii,Hook.
Adiantum seemanii,Adiantum seemannii,Adiantum seemannii,Hook.
Adiantum trapezeforme L.,Adiantum trapeziforme,Adiantum trapeziforme,L.
Alsophila excelsa R. Br. ex Endl.,Alsophila excelsa,Sphaeropteris excelsa,(R.Br. ex Endl.) R.M.Tryon
Ananthacorus angustifolius (Swartz)Underw.&Maxon,Ananthacorus angustifolius,Ananthacorus angustifolius,(Sw.) Underw. & Maxon
Anemia hirsuta (L.) Sw.,Anemia hirsuta,Anemia hirsuta,(L.) Sw.
Anemia tomentosa (Sav.) S W.var. mexicana (Presl) Mickel 1967,Anemia tomentosa var. mexicana,Anemia tomentosa var. mexicana,(C.Presl) Mickel
Anemia tomentosa (Sav.) Sw.,Anemia tomentosa,Anemia tomentosa,(Savigny) Sw.
Anthoceros,Anthocercis,Anthocercis,Labill.
Antrophyum ensiforme Hook.,Antrophyum ensiforme,Polytaenium ensiforme,(Hook.) Benedict
Antrophyum lineatum (Swartz) Kaulf.,Antrophyum lineatum,Polytaenium lineatum,(Sw.) J.Sm.
Aspidotis Chettanthes meifolia Eaton (D.C. Eaton in Watson)    Pic. Ser.,Cheilanthes meifolia,Hemionitis meifolia,(Baker) Christenh.
Aspidotis Cheilanthes meifolia (Eaton) Pic. Ser.,Cheilanthes meifolia,Hemionitis meifolia,(Baker) Christenh.
Asplenium abscissum Willd.,Asplenium abscissum,Asplenium trapeziforme,Roxb.
Asplenium acutiusculum Blume,Asplenium acutiusculum,Asplenium longissimum,Blume
Asplenium aethiopicum (Burm.) Scherer var. tripinnatum (Bak.) comb. ined.,Asplenium,Asplenium,L.
Asplenium africanum Desv.,Asplenium africanum,Asplenium africanum,Desv.
Asplenium cuneatum Lam.,Asplenium cuneatum,Asplenium cuneatum,Lam.
Asplenium flabellifolium Cav.,Asplenium flabellifolium,Asplenium flabellifolium,Cav.
Asplenium aff. insiticium Brack.,Asplenium,Asplenium,L.
Asplenium nitidum SW.,Asplenium nitidum,Asplenium nitidum,Sw.
Asplenium normale Don.,Asplenium normale,Asplenium normale,D.Don
Asplenium pekinense Hance,Asplenium pekinense,Asplenium sarelii subsp. pekinense,"(Hance) Fraser-Jenk., Pangtey & Khullar"
Asplenium pellucidum Lam.,Asplenium pellucidum,Asplenium pellucidum,Lam.
(Asplenium platyneuron (L.)Oakes X Camptosaurus    rhizophyllus (L.) Link*,Asplenium platyneuron,Asplenium platyneuron,"(L.) Britton, Sterns & Poggenb."
Asplenium pseuderectum Hieronymus,Asplenium pseuderectum,Asplenium pseuderectum,Hieron.
Asplenium ruta muraria L.,Asplenium ruta,Asplenium laciniatum subsp. laciniatum,
Asplenium rutaceum (Willd.)Mett.,Asplenium rutaceum,Asplenium rutaceum,(Willd.) Mett.
Asplenium unilaterale Lam.,,,
Asplenium viride Huds.,Asplenium viride,Asplenium viride,Huds.
Athyrium filix-femina (L.) Roth. var. californicum Butters?,Athyrium filix-femina var. californicum,Athyrium cyclosorum,(Rupr.) Maxon
